Crop_Type,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Days_Since_Watering,Plant_Health_Score,Plant_Health_Status
Rice,22.9,72.0,43.3,4,37.0,Stressed
Rice,26.2,52.3,19.6,7,19.3,Stressed
Soybeans,26.5,51.5,39.7,4,29.8,Stressed
Rice,14.5,60.1,61.9,3,34.5,Stressed
Rice,24.5,73.6,20.8,8,22.3,Stressed
Rice,25.0,63.5,40.6,5,31.0,Stressed
Corn,23.0,54.6,60.4,2,42.6,Stressed
Wheat,12.3,52.3,63.1,4,24.7,Stressed
Soybeans,23.0,56.9,39.1,5,24.0,Stressed
Soybeans,34.7,68.2,12.6,7,6.2,Stressed
Corn,28.3,43.9,51.1,4,32.6,Stressed
Wheat,18.7,50.1,68.3,3,37.3,Stressed
Wheat,30.4,71.8,22.1,6,9.9,Stressed
Corn,18.4,47.6,52.4,5,36.7,Stressed
Tomato,26.6,51.4,44.9,4,31.3,Stressed
Tomato,26.7,59.5,56.7,3,39.1,Stressed
Wheat,22.8,47.8,29.0,8,19.8,Stressed
Tomato,31.3,53.1,54.8,2,34.9,Stressed
Tomato,29.5,62.0,51.0,3,34.7,Stressed
Tomato,20.3,70.8,51.7,3,27.0,Stressed
Wheat,23.3,48.5,60.9,3,47.3,Stressed
Tomato,19.9,47.7,74.9,1,43.2,Stressed
Soybeans,21.6,77.1,46.5,5,35.0,Stressed
Wheat,28.9,50.3,29.4,6,27.9,Stressed
Corn,24.9,48.8,37.4,5,29.1,Stressed
Tomato,31.2,30.1,23.9,6,14.8,Stressed
Rice,15.5,76.6,41.4,8,15.5,Stressed
Wheat,26.7,80.6,42.8,4,29.3,Stressed
Corn,30.0,59.7,54.9,2,35.1,Stressed
Soybeans,25.6,62.9,78.4,0,53.4,Moderate
Corn,16.8,60.0,86.7,1,57.4,Moderate
Tomato,18.7,43.6,55.9,4,40.3,Stressed
Rice,30.5,69.3,40.4,5,21.5,Stressed
Tomato,21.8,80.5,49.2,5,38.4,Stressed
Corn,20.3,60.0,71.9,2,53.5,Moderate
Wheat,23.0,70.7,55.4,3,38.6,Stressed
Rice,23.5,46.9,44.3,5,37.5,Stressed
Rice,32.1,45.5,33.0,5,22.7,Stressed
Corn,14.5,67.0,79.5,2,50.8,Moderate
Tomato,28.5,82.9,40.0,4,42.8,Stressed
Corn,33.8,50.9,47.5,3,25.6,Stressed
Rice,30.7,57.3,66.3,1,53.4,Moderate
Corn,38.9,67.9,13.7,6,0.0,Stressed
Rice,22.3,53.3,34.2,6,29.9,Stressed
Tomato,30.4,67.3,56.0,2,38.3,Stressed
Wheat,24.5,45.7,74.8,1,55.1,Moderate
Wheat,21.9,66.5,20.5,7,14.3,Stressed
Corn,11.7,56.5,91.6,2,47.6,Stressed
Rice,22.2,36.0,52.0,3,37.0,Stressed
Wheat,31.4,44.5,59.3,1,32.9,Stressed
Rice,14.7,64.9,59.5,5,38.3,Stressed
Tomato,37.6,80.3,48.2,2,26.5,Stressed
Corn,27.5,40.3,46.9,3,39.8,Stressed
Rice,18.4,75.3,69.1,3,38.9,Stressed
Corn,26.4,66.2,53.3,4,43.2,Stressed
Rice,29.1,74.4,14.2,7,16.3,Stressed
Rice,22.1,57.7,41.1,5,33.4,Stressed
Tomato,21.3,69.5,46.3,5,22.7,Stressed
Corn,36.8,87.7,31.8,4,13.9,Stressed
Soybeans,23.0,62.9,52.8,4,42.3,Stressed
Rice,24.1,45.3,35.0,6,31.8,Stressed
Rice,32.9,81.7,43.2,4,28.1,Stressed
Wheat,24.6,68.0,48.3,4,44.7,Stressed
Corn,29.6,63.7,42.9,3,27.5,Stressed
Soybeans,22.2,86.8,71.8,3,60.5,Moderate
Tomato,20.8,81.1,52.1,5,32.5,Stressed
Soybeans,27.3,67.2,11.2,7,3.8,Stressed
Tomato,19.1,46.4,61.2,4,25.9,Stressed
Soybeans,27.4,54.5,26.1,7,24.5,Stressed
Soybeans,19.5,62.9,64.6,3,43.3,Stressed
Corn,27.4,59.6,40.4,4,32.7,Stressed
Wheat,32.4,52.9,27.6,5,17.6,Stressed
Soybeans,13.0,57.1,74.9,3,35.4,Stressed
Rice,22.5,75.8,34.8,6,27.1,Stressed
Rice,13.2,63.1,53.4,6,32.9,Stressed
Rice,23.2,52.9,42.0,5,25.2,Stressed
Wheat,27.0,69.9,42.3,4,40.5,Stressed
Soybeans,23.0,68.4,49.6,5,33.7,Stressed
Tomato,12.2,59.5,65.6,3,27.5,Stressed
Tomato,30.4,43.4,63.2,1,43.7,Stressed
Corn,16.2,58.2,50.1,6,26.0,Stressed
Wheat,30.0,59.8,32.7,5,30.4,Stressed
Soybeans,20.5,73.2,36.7,6,25.7,Stressed
Rice,19.8,49.3,47.1,6,35.1,Stressed
Wheat,25.1,55.9,33.5,6,27.5,Stressed
Wheat,31.4,83.1,32.6,5,18.2,Stressed
Soybeans,36.7,56.4,46.6,2,19.2,Stressed
Corn,22.5,59.6,49.1,5,46.8,Stressed
Corn,17.2,87.4,54.6,5,37.9,Stressed
Corn,27.1,46.6,45.7,4,40.5,Stressed
Rice,17.0,79.7,75.8,2,47.3,Stressed
Rice,29.5,54.3,52.8,2,37.9,Stressed
Soybeans,27.7,63.3,24.4,6,22.2,Stressed
Corn,33.1,64.4,55.6,2,36.7,Stressed
Soybeans,31.3,56.5,30.0,5,14.8,Stressed
Corn,25.8,45.9,55.3,3,46.6,Stressed
Wheat,25.2,50.1,57.9,3,44.1,Stressed
Tomato,19.7,56.9,53.9,3,39.5,Stressed
Tomato,19.6,48.3,51.8,4,42.0,Stressed
Corn,24.8,59.9,27.7,5,19.7,Stressed
Soybeans,18.5,48.6,51.2,5,29.8,Stressed
Rice,23.4,46.5,72.4,1,52.3,Moderate
Corn,22.2,36.3,44.8,5,40.2,Stressed
Corn,28.6,85.3,52.5,4,49.2,Stressed
Rice,24.9,58.5,46.2,4,49.7,Stressed
Corn,31.0,49.9,35.4,4,22.4,Stressed
Wheat,23.2,45.3,39.2,5,35.2,Stressed
Rice,18.0,51.8,76.2,2,51.9,Moderate
Wheat,28.3,32.1,48.4,4,26.4,Stressed
Tomato,24.3,51.0,33.2,6,29.4,Stressed
Rice,23.4,70.6,26.3,6,26.7,Stressed
Rice,22.5,50.3,68.8,2,45.6,Stressed
Soybeans,24.9,69.3,28.4,7,29.9,Stressed
Soybeans,23.4,73.7,76.7,1,49.4,Stressed
Rice,28.1,69.7,57.5,2,42.3,Stressed
Tomato,29.4,60.5,52.3,2,37.7,Stressed
Corn,22.8,77.6,49.9,4,38.6,Stressed
Soybeans,37.0,76.9,29.2,4,3.9,Stressed
Tomato,21.6,49.4,61.6,3,45.5,Stressed
Tomato,25.1,47.0,39.2,5,35.8,Stressed
Soybeans,15.3,53.4,62.9,4,32.3,Stressed
Corn,24.4,55.3,53.7,2,35.7,Stressed
Soybeans,23.8,77.6,47.2,4,45.7,Stressed
Tomato,24.7,72.0,86.9,1,72.5,Moderate
Wheat,30.9,62.0,40.2,5,26.5,Stressed
Soybeans,35.1,62.6,49.6,3,19.9,Stressed
Tomato,31.6,43.6,46.8,3,35.1,Stressed
Soybeans,24.4,76.5,60.1,3,48.6,Stressed
Tomato,26.2,62.7,55.2,3,44.3,Stressed
Corn,34.1,44.3,33.6,3,18.4,Stressed
Tomato,19.0,34.7,54.3,5,32.5,Stressed
Rice,29.7,40.9,51.1,3,38.5,Stressed
Wheat,19.7,61.1,59.7,4,41.3,Stressed
Tomato,31.9,21.8,46.5,2,17.8,Stressed
Soybeans,24.2,42.5,29.4,6,15.1,Stressed
Soybeans,19.7,67.2,81.6,1,51.6,Moderate
Tomato,21.1,53.4,29.6,7,22.5,Stressed
Rice,22.0,33.4,31.7,6,28.1,Stressed
Tomato,30.7,50.5,38.0,4,19.9,Stressed
Corn,33.0,58.5,13.7,6,11.2,Stressed
Rice,22.6,74.1,87.6,0,64.7,Moderate
Tomato,19.8,66.8,26.8,7,20.9,Stressed
Wheat,37.2,66.3,17.4,6,0.0,Stressed
Rice,29.9,70.8,26.0,6,9.9,Stressed
Tomato,20.3,34.9,54.4,3,34.3,Stressed
Wheat,27.2,78.7,70.7,2,44.8,Stressed
Tomato,22.5,78.7,42.9,5,36.5,Stressed
Corn,17.3,50.8,90.5,0,58.2,Moderate
Soybeans,23.1,15.1,46.2,5,24.6,Stressed
Tomato,16.8,79.9,78.5,2,44.9,Stressed
Rice,22.1,18.7,75.9,2,50.8,Moderate
Tomato,22.7,65.7,64.0,3,48.7,Stressed
Tomato,21.8,53.2,37.9,5,19.4,Stressed
Tomato,30.5,51.0,43.8,4,32.3,Stressed
Tomato,27.4,53.5,57.8,3,35.4,Stressed
Rice,21.2,62.0,60.9,4,40.1,Stressed
Rice,26.9,27.8,60.3,2,43.7,Stressed
Tomato,32.8,57.1,51.0,2,36.4,Stressed
Soybeans,20.0,38.6,48.0,5,38.0,Stressed
Tomato,17.1,52.4,50.3,5,28.6,Stressed
Rice,18.5,62.4,59.3,4,33.3,Stressed
Corn,27.3,73.1,42.4,5,35.0,Stressed
Tomato,33.9,49.0,24.6,5,9.5,Stressed
Tomato,30.1,86.9,47.1,3,29.3,Stressed
Tomato,32.7,46.6,50.0,2,23.4,Stressed
Tomato,11.8,47.0,73.7,3,35.0,Stressed
Wheat,20.0,75.4,53.9,5,29.3,Stressed
Tomato,18.3,56.3,61.1,4,34.2,Stressed
Rice,28.4,62.7,57.8,3,48.3,Stressed
Rice,23.8,52.7,34.7,6,39.1,Stressed
Wheat,7.0,54.4,73.5,5,28.1,Stressed
Tomato,29.6,65.2,17.7,7,6.1,Stressed
Soybeans,32.0,79.1,52.1,2,27.1,Stressed
Tomato,37.1,62.1,47.6,2,26.0,Stressed
Rice,26.0,66.4,56.5,3,57.7,Moderate
Corn,28.7,74.7,53.7,2,45.3,Stressed
Corn,18.2,53.0,41.6,6,31.2,Stressed
Soybeans,15.1,45.3,68.7,3,37.7,Stressed
Tomato,32.5,44.6,45.3,3,21.2,Stressed
Wheat,28.3,46.7,67.3,1,43.9,Stressed
Tomato,32.5,44.3,57.3,2,29.3,Stressed
Soybeans,23.5,76.5,44.5,6,40.6,Stressed
Soybeans,39.2,31.7,32.2,4,5.2,Stressed
Soybeans,26.9,68.9,36.0,5,30.9,Stressed
Corn,20.5,41.6,71.3,2,43.3,Stressed
Tomato,23.1,86.9,44.3,4,42.0,Stressed
Tomato,15.4,66.0,78.7,2,53.9,Moderate
Wheat,19.3,46.9,53.0,5,31.1,Stressed
Soybeans,22.7,51.9,54.7,4,33.8,Stressed
Soybeans,34.3,58.7,75.0,0,47.7,Stressed
Rice,24.6,69.5,21.9,8,16.9,Stressed
Rice,31.5,65.0,40.5,3,22.0,Stressed
Corn,24.4,59.8,71.3,2,53.0,Moderate
Tomato,18.8,49.4,84.7,1,50.4,Moderate
Wheat,28.3,55.7,33.5,5,31.6,Stressed
Wheat,19.9,80.1,71.0,2,53.6,Moderate
Soybeans,22.6,91.9,60.0,4,51.6,Moderate
Wheat,37.2,76.5,8.0,7,0.0,Stressed
Soybeans,28.6,45.7,50.4,4,33.2,Stressed
Tomato,20.1,81.5,37.8,6,22.1,Stressed
Wheat,29.4,55.0,23.3,6,11.0,Stressed
Soybeans,19.4,60.0,74.6,2,41.3,Stressed
Tomato,14.5,41.1,53.6,6,28.9,Stressed
Tomato,31.6,61.7,61.1,1,48.1,Stressed
Soybeans,26.8,48.2,47.8,3,36.3,Stressed
Soybeans,23.8,80.6,68.0,2,55.7,Moderate
Corn,15.0,98.2,30.2,7,12.3,Stressed
Tomato,23.1,60.0,54.3,3,32.9,Stressed
Soybeans,26.2,67.2,69.2,2,55.2,Moderate
Tomato,18.0,55.4,36.5,6,24.1,Stressed
Wheat,25.3,61.8,62.4,2,50.4,Moderate
Rice,34.3,51.1,19.7,6,9.6,Stressed
Rice,26.4,64.7,40.7,5,25.5,Stressed
Soybeans,28.5,66.0,57.0,2,41.9,Stressed
Soybeans,22.4,64.5,50.6,4,30.0,Stressed
Tomato,18.7,71.2,60.9,5,45.4,Stressed
Soybeans,21.6,54.5,53.2,5,40.1,Stressed
Tomato,31.3,100.3,53.8,2,31.6,Stressed
Soybeans,24.4,50.2,41.3,5,38.0,Stressed
Tomato,23.8,50.1,49.2,5,22.5,Stressed
Soybeans,22.0,22.3,57.0,3,40.9,Stressed
Corn,17.4,71.4,29.6,6,24.3,Stressed
Tomato,33.2,17.1,44.3,4,22.2,Stressed
Corn,23.8,54.9,64.9,2,48.7,Stressed
Corn,21.8,48.7,67.7,3,39.3,Stressed
Corn,25.5,38.4,27.0,6,19.4,Stressed
Corn,21.8,61.0,62.0,3,57.7,Moderate
Wheat,26.9,86.5,67.4,1,41.4,Stressed
Rice,20.9,70.9,74.5,1,50.0,Moderate
Wheat,25.7,48.6,35.4,5,26.8,Stressed
Soybeans,24.7,89.9,27.2,6,39.7,Stressed
Soybeans,36.1,49.0,44.6,2,26.5,Stressed
Rice,36.5,76.4,44.4,2,20.3,Stressed
Rice,29.7,33.9,72.1,1,45.9,Stressed
Rice,24.5,56.5,61.2,2,52.7,Moderate
Corn,29.8,42.2,53.2,2,37.1,Stressed
Wheat,29.6,91.2,42.4,4,33.4,Stressed
Soybeans,22.2,49.6,45.9,4,43.7,Stressed
Wheat,15.1,44.7,36.4,6,12.2,Stressed
Wheat,13.6,67.0,72.3,3,35.7,Stressed
Wheat,24.3,56.3,58.8,3,37.8,Stressed
Rice,22.0,92.2,39.4,6,39.6,Stressed
Rice,21.7,64.6,67.5,3,41.3,Stressed
Soybeans,20.2,61.0,12.8,10,10.1,Stressed
Soybeans,19.9,70.8,72.6,2,51.2,Moderate
Soybeans,28.9,56.7,50.4,3,32.3,Stressed
Wheat,6.8,63.6,70.1,5,27.4,Stressed
Rice,28.5,47.4,13.7,8,9.6,Stressed
Corn,23.3,50.7,71.6,2,51.2,Moderate
Wheat,33.6,46.3,43.3,3,23.0,Stressed
Tomato,26.6,65.9,19.2,7,15.1,Stressed
Wheat,14.6,50.0,56.9,4,29.1,Stressed
Rice,13.8,71.7,56.8,5,29.3,Stressed
Tomato,18.1,47.0,63.0,4,30.3,Stressed
Wheat,26.6,45.5,55.4,4,51.6,Moderate
Rice,14.7,63.6,77.4,2,45.6,Stressed
Rice,25.7,62.1,55.3,3,44.2,Stressed
Corn,29.2,72.9,62.9,1,52.4,Moderate
Wheat,21.8,42.3,76.8,1,54.1,Moderate
Rice,19.7,36.9,33.7,7,28.5,Stressed
Soybeans,12.1,78.2,65.6,5,43.7,Stressed
Rice,34.1,39.7,33.2,5,15.1,Stressed
Corn,36.0,72.4,5.0,11,2.8,Stressed
Rice,32.3,24.7,20.7,6,11.6,Stressed
Wheat,23.3,68.5,68.0,2,61.5,Moderate
Wheat,24.7,59.8,37.4,6,41.5,Stressed
Tomato,29.1,66.1,29.9,6,16.8,Stressed
Wheat,25.9,71.5,28.5,5,24.1,Stressed
Tomato,6.3,74.2,65.8,4,22.9,Stressed
Soybeans,30.5,67.0,36.8,4,21.2,Stressed
Corn,32.3,72.5,40.1,3,26.7,Stressed
Soybeans,31.4,76.8,41.8,4,25.5,Stressed
Tomato,27.7,79.1,57.4,2,49.1,Stressed
Rice,30.7,67.8,5.0,9,1.5,Stressed
Rice,16.5,45.8,64.5,4,38.2,Stressed
Soybeans,24.4,56.2,29.4,6,26.4,Stressed
Rice,21.0,58.5,70.7,2,42.7,Stressed
Tomato,33.7,49.8,44.8,3,23.5,Stressed
Corn,26.1,42.8,35.0,6,23.6,Stressed
Wheat,24.0,73.9,32.2,6,33.4,Stressed
Tomato,18.9,64.5,73.9,2,50.0,Stressed
Tomato,18.6,50.0,53.6,5,31.7,Stressed
Wheat,18.2,60.6,48.2,4,21.6,Stressed
Wheat,29.5,64.5,58.1,3,31.1,Stressed
Corn,28.6,42.7,50.3,3,36.5,Stressed
Corn,26.5,48.0,41.7,5,33.0,Stressed
Corn,29.7,55.3,48.7,3,41.5,Stressed
Rice,20.2,57.7,59.8,3,34.6,Stressed
Tomato,13.9,36.1,83.5,3,47.6,Stressed
Wheat,29.1,71.2,50.1,3,39.3,Stressed
Tomato,24.7,60.5,60.4,3,44.0,Stressed
Tomato,30.0,56.3,25.9,6,22.0,Stressed
Corn,27.6,49.3,51.4,4,29.2,Stressed
Corn,24.6,44.8,74.6,2,59.1,Moderate
Tomato,26.2,60.2,38.1,6,20.9,Stressed
Corn,33.5,62.4,30.4,5,17.6,Stressed
Rice,23.3,89.5,43.7,5,38.2,Stressed
Wheat,29.4,90.9,51.4,3,40.6,Stressed
Tomato,26.9,52.0,72.7,1,57.7,Moderate
Wheat,15.0,45.6,62.4,4,37.1,Stressed
Rice,17.1,41.0,77.0,2,44.1,Stressed
Corn,24.8,61.3,72.2,1,61.3,Moderate
Soybeans,22.0,41.3,33.9,6,24.8,Stressed
Rice,19.3,39.3,44.0,7,27.9,Stressed
Soybeans,31.4,49.0,31.6,5,17.2,Stressed
Wheat,16.0,50.9,44.5,6,16.9,Stressed
Tomato,23.8,48.9,46.2,5,34.5,Stressed
Corn,19.8,35.7,23.7,7,9.2,Stressed
Rice,33.9,58.6,39.0,4,21.1,Stressed
Corn,40.1,58.4,38.5,3,13.3,Stressed
Soybeans,23.1,80.1,25.8,6,22.5,Stressed
Soybeans,30.1,41.4,37.4,6,10.1,Stressed
Tomato,32.6,67.9,56.5,2,25.1,Stressed
Soybeans,30.4,86.8,50.1,3,39.2,Stressed
Tomato,29.7,38.2,47.2,3,31.9,Stressed
Rice,14.4,43.6,65.3,3,38.4,Stressed
Tomato,32.1,41.1,54.6,2,24.7,Stressed
Soybeans,27.2,66.7,49.9,3,37.4,Stressed
Wheat,23.6,66.1,49.1,4,35.4,Stressed
Tomato,24.5,74.3,61.2,3,47.8,Stressed
Corn,26.5,61.2,52.4,3,40.2,Stressed
Wheat,23.5,87.0,39.4,5,40.6,Stressed
Tomato,22.9,68.1,48.0,5,38.1,Stressed
Corn,19.1,78.9,46.0,5,24.1,Stressed
Wheat,28.1,62.3,30.6,5,17.7,Stressed
Tomato,24.0,54.2,60.2,3,53.0,Moderate
Rice,20.2,57.3,35.8,6,24.5,Stressed
Corn,25.6,80.6,42.0,4,29.4,Stressed
Rice,25.3,71.9,22.3,7,12.1,Stressed
Soybeans,28.0,71.0,63.3,2,46.0,Stressed
Tomato,24.8,74.9,55.3,4,42.9,Stressed
Tomato,28.7,64.0,31.2,5,19.8,Stressed
Corn,23.4,102.2,52.5,4,52.5,Moderate
Tomato,23.8,56.6,49.3,3,36.4,Stressed
Soybeans,26.7,61.6,55.5,3,38.9,Stressed
Tomato,27.3,53.3,20.4,7,13.0,Stressed
Wheat,32.3,67.5,46.6,3,27.0,Stressed
Rice,31.3,33.6,58.5,1,35.8,Stressed
Soybeans,24.7,15.6,49.7,4,36.3,Stressed
Soybeans,16.5,50.3,40.2,5,21.6,Stressed
Rice,29.1,68.8,57.1,2,37.5,Stressed
Rice,28.2,75.4,43.7,3,45.3,Stressed
Soybeans,26.3,41.1,42.2,5,28.5,Stressed
Rice,29.6,35.0,29.1,6,14.1,Stressed
Corn,22.8,49.2,57.9,4,45.9,Stressed
Rice,15.4,48.9,43.2,6,20.6,Stressed
Wheat,19.8,63.3,41.1,6,23.2,Stressed
Wheat,7.6,61.9,47.8,7,10.7,Stressed
Corn,27.7,82.0,37.9,5,25.4,Stressed
Rice,24.6,53.8,37.0,5,36.5,Stressed
Wheat,30.2,40.1,55.3,2,33.8,Stressed
Tomato,29.5,64.6,42.1,4,22.2,Stressed
Rice,22.1,45.5,51.1,4,41.9,Stressed
Corn,20.1,45.7,71.5,3,47.2,Stressed
Rice,20.3,85.5,53.0,5,37.7,Stressed
Soybeans,36.5,74.0,28.2,4,7.6,Stressed
Soybeans,24.1,53.6,61.5,3,53.6,Moderate
Wheat,23.4,87.3,21.1,8,17.2,Stressed
Soybeans,26.7,72.4,42.0,5,28.9,Stressed
Corn,15.5,65.8,41.9,6,16.4,Stressed
Wheat,22.6,49.8,70.1,2,54.0,Moderate
Corn,19.9,29.1,76.3,2,49.3,Stressed
Corn,18.6,47.2,73.4,2,47.0,Stressed
Soybeans,23.4,52.6,42.4,5,39.9,Stressed
Soybeans,25.3,42.0,67.3,2,44.7,Stressed
Corn,17.5,61.9,81.2,2,48.6,Stressed
Soybeans,22.8,29.4,59.2,4,40.3,Stressed
Soybeans,25.5,80.0,25.4,7,19.2,Stressed
Soybeans,27.7,53.1,53.3,3,39.0,Stressed
Rice,23.4,71.1,47.8,4,31.5,Stressed
Corn,27.0,70.9,45.9,4,40.4,Stressed
Tomato,22.9,41.5,45.5,5,30.4,Stressed
Corn,32.7,33.9,13.3,6,0.0,Stressed
Wheat,28.3,50.4,64.9,2,45.4,Stressed
Soybeans,21.0,65.6,56.5,3,38.9,Stressed
Soybeans,22.0,62.0,56.4,3,43.0,Stressed
Tomato,27.4,77.5,27.7,7,24.6,Stressed
Wheat,21.8,65.9,58.9,4,43.0,Stressed
Rice,13.4,67.0,34.3,7,14.6,Stressed
Corn,26.8,47.9,29.3,5,19.6,Stressed
Rice,22.7,56.2,62.0,3,55.4,Moderate
Wheat,29.1,56.6,31.5,6,28.5,Stressed
Tomato,25.2,69.3,62.3,2,52.1,Moderate
Wheat,28.9,71.3,27.3,5,21.6,Stressed
Tomato,40.1,56.5,15.4,5,0.0,Stressed
Rice,32.7,57.0,56.0,1,33.3,Stressed
Rice,22.9,65.3,46.8,5,52.7,Moderate
Wheat,27.5,89.0,40.1,4,32.4,Stressed
Wheat,25.7,33.9,37.2,5,27.6,Stressed
Soybeans,26.6,46.1,38.0,5,27.3,Stressed
Tomato,15.6,46.8,67.0,3,32.3,Stressed
Soybeans,31.3,40.3,58.7,2,45.2,Stressed
Corn,11.2,48.1,79.8,2,37.3,Stressed
Corn,24.9,65.7,56.6,3,53.8,Moderate
Wheat,14.5,74.2,69.1,4,34.6,Stressed
Rice,20.8,63.5,45.8,4,36.5,Stressed
Corn,26.3,63.2,59.6,2,39.8,Stressed
Corn,30.2,46.2,33.4,4,13.0,Stressed
Soybeans,31.1,20.1,25.5,5,6.4,Stressed
Soybeans,23.8,65.6,70.2,2,59.5,Moderate
Corn,30.9,80.0,13.3,7,7.8,Stressed
Wheat,24.6,74.4,62.8,3,51.3,Moderate
Soybeans,20.7,58.6,71.3,2,35.6,Stressed
Corn,27.2,61.2,24.5,7,14.6,Stressed
Rice,19.5,81.1,57.4,5,29.5,Stressed
Soybeans,24.2,49.6,51.3,4,42.3,Stressed
Corn,22.1,53.2,62.8,3,47.6,Stressed
Tomato,15.7,33.0,68.6,4,38.5,Stressed
Soybeans,27.0,67.0,37.0,6,33.1,Stressed
Tomato,25.9,52.5,50.3,2,33.1,Stressed
Soybeans,31.9,55.5,39.3,4,27.2,Stressed
Soybeans,13.8,70.2,36.0,7,20.8,Stressed
Tomato,20.7,48.7,66.3,3,36.5,Stressed
Wheat,31.8,67.5,54.5,1,35.4,Stressed
Corn,28.2,68.2,35.7,5,34.2,Stressed
Wheat,29.3,54.6,58.3,2,41.0,Stressed
Wheat,33.7,72.6,35.6,4,18.0,Stressed
Corn,20.4,58.5,18.3,7,5.8,Stressed
Rice,19.8,70.7,49.0,5,32.8,Stressed
Wheat,30.1,50.8,55.8,2,43.7,Stressed
Wheat,28.8,68.8,17.2,7,17.2,Stressed
Wheat,24.2,54.7,59.4,2,53.9,Moderate
Rice,24.1,65.0,19.3,7,15.7,Stressed
Soybeans,19.2,65.3,39.8,5,28.0,Stressed
Tomato,34.5,54.0,5.0,8,0.0,Stressed
Tomato,37.2,53.6,30.4,3,7.7,Stressed
Rice,31.7,56.8,34.7,5,19.6,Stressed
Wheat,28.9,61.1,15.9,7,24.9,Stressed
Tomato,28.5,68.6,21.6,7,16.5,Stressed
Rice,27.0,63.6,25.9,6,22.1,Stressed
Corn,14.4,15.0,56.4,5,20.3,Stressed
Tomato,22.1,72.8,17.4,8,15.4,Stressed
Corn,29.9,66.0,5.0,10,11.2,Stressed
Wheat,19.9,77.7,20.2,7,14.4,Stressed
Tomato,25.9,72.7,41.9,5,37.9,Stressed
Rice,31.9,53.7,42.4,3,26.1,Stressed
Soybeans,32.0,42.5,61.6,1,28.7,Stressed
Tomato,30.6,87.1,45.7,4,34.6,Stressed
Tomato,26.7,79.2,25.8,6,21.8,Stressed
Tomato,29.8,71.2,29.3,5,23.5,Stressed
Tomato,23.6,48.1,82.6,0,56.5,Moderate
Rice,35.2,40.5,19.5,5,0.0,Stressed
Rice,15.5,53.5,83.7,1,55.9,Moderate
Soybeans,25.4,72.9,63.9,1,48.7,Stressed
Rice,22.2,23.9,29.9,7,20.8,Stressed
Rice,29.1,49.1,50.5,3,35.2,Stressed
Wheat,23.0,100.2,68.8,2,61.2,Moderate
Wheat,39.5,54.7,42.5,3,12.7,Stressed
Corn,30.5,60.6,33.7,5,25.4,Stressed
Soybeans,19.0,59.6,56.5,4,39.4,Stressed
Wheat,9.0,85.9,59.8,5,25.6,Stressed
Soybeans,18.2,55.2,83.7,1,60.3,Moderate
Soybeans,28.4,33.1,48.7,3,33.0,Stressed
Tomato,23.4,75.5,18.4,8,23.1,Stressed
Soybeans,21.6,44.0,67.0,3,42.4,Stressed
Tomato,20.7,37.6,49.9,4,41.6,Stressed
Corn,30.0,82.9,61.8,2,43.0,Stressed
Corn,23.0,71.1,49.5,4,46.0,Stressed
Corn,22.4,54.5,58.9,3,49.9,Stressed
Tomato,31.0,77.3,34.2,5,28.1,Stressed
Tomato,34.4,74.6,30.3,5,15.0,Stressed
Corn,18.3,49.8,47.2,5,23.9,Stressed
Tomato,32.1,62.9,5.0,8,0.0,Stressed
Rice,24.3,58.4,50.3,4,45.7,Stressed
Rice,30.5,50.0,53.2,3,40.5,Stressed
Tomato,28.9,60.7,25.3,6,14.0,Stressed
Tomato,25.1,71.5,41.4,6,39.1,Stressed
Wheat,25.4,46.0,73.5,1,49.9,Stressed
Wheat,29.0,72.3,55.5,3,46.5,Stressed
Soybeans,18.4,32.1,72.1,2,47.1,Stressed
Soybeans,18.1,63.3,25.5,8,19.6,Stressed
Soybeans,37.5,49.0,50.0,1,27.5,Stressed
Corn,32.0,83.7,41.0,4,21.6,Stressed
Rice,31.0,35.8,51.1,3,28.1,Stressed
Corn,24.1,56.4,26.3,7,21.0,Stressed
Tomato,15.2,47.5,70.3,4,39.3,Stressed
Wheat,21.8,51.5,71.4,3,44.9,Stressed
Tomato,27.5,42.9,29.5,6,21.0,Stressed
Tomato,31.9,62.6,37.7,5,24.4,Stressed
Wheat,27.6,63.4,19.1,7,17.2,Stressed
Tomato,27.7,34.1,41.3,4,30.7,Stressed
Soybeans,24.0,69.3,68.6,2,58.9,Moderate
Wheat,28.9,36.2,31.6,5,13.1,Stressed
Tomato,19.5,60.4,42.3,7,30.3,Stressed
Soybeans,25.7,86.4,20.1,8,11.2,Stressed
Soybeans,23.6,47.1,30.8,6,19.3,Stressed
Rice,33.7,55.5,24.2,6,2.3,Stressed
Soybeans,7.9,48.2,81.5,4,28.1,Stressed
Corn,24.1,49.9,53.6,3,43.6,Stressed
Wheat,26.5,64.7,13.6,7,20.1,Stressed
Wheat,13.9,84.2,100.0,1,61.9,Moderate
Wheat,29.4,59.5,51.3,3,23.3,Stressed
Tomato,24.2,77.9,31.8,6,32.6,Stressed
Tomato,19.3,49.1,83.3,1,54.0,Moderate
Corn,31.1,76.6,38.3,4,18.0,Stressed
Soybeans,20.5,84.9,68.5,3,54.7,Moderate
Tomato,29.9,78.3,56.0,2,44.5,Stressed
Soybeans,26.1,70.9,48.7,4,38.4,Stressed
Soybeans,22.5,69.5,50.8,4,35.4,Stressed
Tomato,18.9,48.6,88.6,0,52.8,Moderate
