city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month,value_sales,volume_sales,average_price
AL AHSA,HM No  82046  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,ZAHRA,SUNFLOWER,10L,ZAHRA SUNFLOWER 10L FAMILY PACK,101+,2022,3,602.0,4.3,140.0
AL KHARJ,HM No  75435  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,SABAYA,VEGETABLE,2.9L,SABAYA VEGETABLE 2.9L TWIN PACK,61-70,2024,6,97.6,1.6,61.0
AL KHARJ,HM No  95515  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,SABAYA,SUNFLOWER,1L,SABAYA SUNFLOWER 1L PREMIUM,71-80,2024,10,205.9,2.9,71.0
AL BAHA,HM No  52398  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,HILAL,COCONUT,2.9L,HILAL COCONUT 2.9L TWIN PACK,71-80,2022,5,656.0,8.2,80.0
JAZAN,HM No  74712  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,NOUR,CORN,3L,NOUR CORN 3L,31-40,2022,5,48.0,1.2,40.0
YANBU,HM No  84001  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,HILAL,VEGETABLE,0.2L,HILAL VEGETABLE 0.2L ECO,91-100,2024,6,1164.8,12.8,91.0
JAZAN,HM No  79566  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,RAWABI,SUNFLOWER,1.5L,RAWABI SUNFLOWER 1.5L ECO,61-70,2023,7,750.3,12.3,61.0
RIYADH,HM No  61768  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,HILAL,CORN,4.5L,HILAL CORN 4.5L,61-70,2022,5,63.0,0.9,70.0
AL KHARJ,HM No  83606  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,LARA,COCONUT,0.5L,LARA COCONUT 0.5L,21-30,2023,1,138.6,6.6,21.0
AL KHARJ,HM No  63127  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,HILAL,CORN,1L,HILAL CORN 1L PLUS,51-60,2022,12,1484.1,29.1,51.0
AL AHSA,HM No  59035  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NAJDI CONSUMER,NAJMA,CORN,1L,NAJMA CORN 1L PLUS,71-80,2023,10,788.1,11.1,71.0
AL BAHA,HM No  50779  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L TWIN PACK,41-50,2024,12,265.0,5.3,50.0
TAIF,HM No  81092  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,BAYTNA,VEGETABLE,10L,BAYTNA VEGETABLE 10L PREMIUM,81-90,2024,8,711.0,7.9,90.0
HAIL,HM No  55627  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,HILAL,SUNFLOWER,10L,HILAL SUNFLOWER 10L FAMILY PACK,71-80,2022,8,576.0,7.2,80.0
YANBU,HM No  86598  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,NOUR,COCONUT,4L,NOUR COCONUT 4L TWIN PACK,51-60,2024,1,366.0,6.1,60.0
YANBU,HM No  93178  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,NOUR,COCONUT,1.8L,NOUR COCONUT 1.8L ECO,71-80,2024,9,1093.4,15.4,71.0
TABUK,HM No  71369  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,RIMAL,CANOLA,0.6L,RIMAL CANOLA 0.6L TWIN PACK,61-70,2024,11,183.0,3.0,61.0
AL AHSA,HM No  89835  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,RAWABI,COCONUT,1.8L,RAWABI COCONUT 1.8L,91-100,2023,4,364.0,4.0,91.0
YANBU,HM No  57119  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,RIMAL,SUNFLOWER,4.5L,RIMAL SUNFLOWER 4.5L PLUS,21-30,2022,2,219.0,7.3,30.0
AL BAHA,HM No  86235  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,NAJMA,VEGETABLE,2.9L,NAJMA VEGETABLE 2.9L,31-40,2022,2,840.0,21.0,40.0
JAZAN,HM No  68600  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,HILAL,CORN,4.5L,HILAL CORN 4.5L PREMIUM,21-30,2023,1,612.0,20.4,30.0
HAIL,HM No  83982  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,GULF GOLD,CORN,1.8L,GULF GOLD CORN 1.8L ECO,31-40,2022,3,240.0,6.0,40.0
AL KHARJ,HM No  77421  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,ZAHRA,SUNFLOWER,0.75L,ZAHRA SUNFLOWER 0.75L TWIN PACK,41-50,2023,7,606.8,14.8,41.0
MAKKAH,HM No  93567  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,GULF GOLD,VEGETABLE,4L,GULF GOLD VEGETABLE 4L PLUS,101+,2022,9,70.7,0.7,101.0
MAKKAH,HM No  94881  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,LARA,COCONUT,0.2L,LARA COCONUT 0.2L TWIN PACK,81-90,2022,7,1944.0,24.0,81.0
AL AHSA,HM No  66176  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,RIMAL,SUNFLOWER,2.9L,RIMAL SUNFLOWER 2.9L ECO,101+,2022,12,696.9,6.9,101.0
JEDDAH,HM No  68868  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,NOUR,CORN,1.8L,NOUR CORN 1.8L PREMIUM,31-40,2023,4,428.0,10.7,40.0
DAMMAM,HM No  90483  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,SABAYA,SUNFLOWER,4.5L,SABAYA SUNFLOWER 4.5L TWIN PACK,101+,2022,7,672.0,4.8,140.0
MAKKAH,HM No  52861  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,GULF GOLD,CORN,4.5L,GULF GOLD CORN 4.5L PREMIUM,51-60,2024,2,2004.0,33.4,60.0
MAKKAH,HM No  97614  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,SABAYA,SUNFLOWER,10L,SABAYA SUNFLOWER 10L PREMIUM,21-30,2023,2,222.0,7.4,30.0
JEDDAH,HM No  83056  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,RAWABI,SUNFLOWER,0.6L,RAWABI SUNFLOWER 0.6L PLUS,41-50,2024,1,643.7,15.7,41.0
YANBU,HM No  51750  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,1.5L,SABAYA SUNFLOWER 1.5L FAMILY PACK,71-80,2022,7,717.1,10.1,71.0
RIYADH,HM No  50703  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,ZAHRA,COCONUT,1.5L,ZAHRA COCONUT 1.5L FAMILY PACK,81-90,2023,8,405.0,5.0,81.0
JEDDAH,HM No  55409  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,SABAYA,COCONUT,2.9L,SABAYA COCONUT 2.9L PLUS,31-40,2022,1,304.0,7.6,40.0
AL AHSA,HM No  56587  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,LARA,CANOLA,3L,LARA CANOLA 3L FAMILY PACK,71-80,2022,2,844.9,11.9,71.0
AL BAHA,HM No  50734  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,GULF GOLD,SUNFLOWER,1.5L,GULF GOLD SUNFLOWER 1.5L TWIN PACK,41-50,2024,1,184.65,3.8,48.59
AL BAHA,HM No  84884  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,SABAYA,CANOLA,4.5L,SABAYA CANOLA 4.5L PREMIUM,21-30,2023,12,711.0,23.7,30.0
TABUK,HM No  79097  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,RIMAL,CANOLA,0.2L,RIMAL CANOLA 0.2L ECO,41-50,2022,6,1685.1,41.1,41.0
TAIF,HM No  63106  GS-CENTER-TAIF MAIN RD  TAIF,ARABIAN HARVEST CO,NAJMA,SUNFLOWER,0.2L,NAJMA SUNFLOWER 0.2L,61-70,2022,11,140.3,2.3,61.0
AL BAHA,HM No  54140  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,ZAHRA,COCONUT,9L,ZAHRA COCONUT 9L TWIN PACK,11-20$,2023,9,448.0,22.4,20.0
JEDDAH,HM No  71439  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,BAYTNA,COCONUT,4L,BAYTNA COCONUT 4L TWIN PACK,91-100,2023,7,160.0,1.6,100.0
JEDDAH,HM No  65231  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,ZAHRA,CORN,1.5L,ZAHRA CORN 1.5L TWIN PACK,11-20$,2023,11,192.0,9.6,20.0
HAIL,HM No  50785  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,HILAL,SUNFLOWER,0.75L,HILAL SUNFLOWER 0.75L,51-60,2024,10,1091.4,21.4,51.0
HAIL,HM No  52879  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,HILAL,SUNFLOWER,1L,HILAL SUNFLOWER 1L PREMIUM,81-90,2022,12,567.0,7.0,81.0
AL KHARJ,HM No  87303  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,LARA,CANOLA,4L,LARA CANOLA 4L PLUS,71-80,2024,12,432.0,5.4,80.0
DAMMAM,HM No  71761  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,NOUR,SUNFLOWER,0.5L,NOUR SUNFLOWER 0.5L PLUS,11-20$,2024,10,191.4,11.0,17.4
YANBU,HM No  75059  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,BAYTNA,VEGETABLE,9L,BAYTNA VEGETABLE 9L,41-50,2022,10,90.0,1.8,50.0
JEDDAH,HM No  70240  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,RAWABI,COCONUT,4L,RAWABI COCONUT 4L,11-20$,2022,6,112.0,5.6,20.0
YANBU,HM No  69438  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,GULF GOLD,SUNFLOWER,0.75L,GULF GOLD SUNFLOWER 0.75L FAMILY PACK,11-20$,2022,12,9.17,0.5,18.34
AL AHSA,HM No  79080  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,GULF GOLD,CORN,1.5L,GULF GOLD CORN 1.5L FAMILY PACK,11-20$,2024,7,150.0,7.5,20.0
AL BAHA,HM No  68904  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,HILAL,CORN,1.5L,HILAL CORN 1.5L TWIN PACK,41-50,2024,1,1105.0,22.1,50.0
AL BAHA,HM No  66275  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,RIMAL,SUNFLOWER,3L,RIMAL SUNFLOWER 3L PLUS,31-40,2023,11,524.0,13.1,40.0
RIYADH,HM No  54234  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,ZAHRA,COCONUT,0.2L,ZAHRA COCONUT 0.2L FAMILY PACK,31-40,2022,3,604.5,19.5,31.0
JEDDAH,HM No  61382  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,HILAL,VEGETABLE,0.5L,HILAL VEGETABLE 0.5L ECO,81-90,2023,3,631.8,7.8,81.0
MAKKAH,HM No  62945  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,RAWABI,COCONUT,4L,RAWABI COCONUT 4L TWIN PACK,51-60,2023,10,228.0,3.8,60.0
YANBU,HM No  91654  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,LARA,SUNFLOWER,0.5L,LARA SUNFLOWER 0.5L PLUS,71-80,2023,3,1221.2,17.2,71.0
YANBU,HM No  78926  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,BAYTNA,VEGETABLE,9L,BAYTNA VEGETABLE 9L ECO,31-40,2023,1,176.0,4.4,40.0
JAZAN,HM No  78009  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,LARA,VEGETABLE,3L,LARA VEGETABLE 3L TWIN PACK,91-100,2024,3,1601.6,17.6,91.0
TABUK,HM No  74933  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,LARA,SUNFLOWER,1L,LARA SUNFLOWER 1L ECO,91-100,2024,8,172.9,1.9,91.0
JEDDAH,HM No  71838  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,SABAYA,COCONUT,0.6L,SABAYA COCONUT 0.6L TWIN PACK,11-20$,2022,9,350.0,17.5,20.0
MAKKAH,HM No  97536  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,SABAYA,SUNFLOWER,1.8L,SABAYA SUNFLOWER 1.8L ECO,61-70,2023,8,164.7,2.7,61.0
TABUK,HM No  92011  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,RAWABI,CANOLA,0.5L,RAWABI CANOLA 0.5L ECO,101+,2022,4,434.3,4.3,101.0
JAZAN,HM No  66728  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,BAYTNA,SUNFLOWER,4.5L,BAYTNA SUNFLOWER 4.5L FAMILY PACK,61-70,2024,1,966.0,13.8,70.0
AL BAHA,HM No  75253  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,HILAL,COCONUT,2.9L,HILAL COCONUT 2.9L,61-70,2024,12,679.0,9.7,70.0
AL BAHA,HM No  51851  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,LARA,VEGETABLE,2.9L,LARA VEGETABLE 2.9L FAMILY PACK,31-40,2023,4,736.0,18.4,40.0
AL AHSA,HM No  87902  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,NAJMA,CANOLA,10L,NAJMA CANOLA 10L,71-80,2023,12,3096.0,38.7,80.0
AL AHSA,HM No  55265  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,RAWABI,COCONUT,1.8L,RAWABI COCONUT 1.8L PLUS,51-60,2024,9,78.0,1.3,60.0
AL BAHA,HM No  75086  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,RAWABI,CANOLA,0.5L,RAWABI CANOLA 0.5L FAMILY PACK,101+,2023,3,393.9,3.9,101.0
TABUK,HM No  99068  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,RAWABI,CORN,0.2L,RAWABI CORN 0.2L TWIN PACK,81-90,2022,2,56.7,0.7,81.0
JEDDAH,HM No  95633  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,BAYTNA,SUNFLOWER,4.5L,BAYTNA SUNFLOWER 4.5L PLUS,71-80,2022,3,1552.0,19.4,80.0
HAIL,HM No  62215  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,HILAL,SUNFLOWER,0.6L,HILAL SUNFLOWER 0.6L PREMIUM,21-30,2023,10,380.1,18.1,21.0
TAIF,HM No  62165  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,NAJMA,COCONUT,10L,NAJMA COCONUT 10L TWIN PACK,51-60,2023,8,618.0,10.3,60.0
AL BAHA,HM No  90922  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,GULF GOLD,CANOLA,1L,GULF GOLD CANOLA 1L,71-80,2022,5,511.2,7.2,71.0
JEDDAH,HM No  72423  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,RIMAL,COCONUT,2.9L,RIMAL COCONUT 2.9L ECO,21-30,2022,1,72.0,2.4,30.0
TABUK,HM No  99269  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,RIMAL,CANOLA,0.5L,RIMAL CANOLA 0.5L TWIN PACK,91-100,2022,7,327.6,3.6,91.0
AL AHSA,HM No  84083  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NAJDI CONSUMER,SABAYA,SUNFLOWER,10L,SABAYA SUNFLOWER 10L PLUS,101+,2023,6,3906.0,27.9,140.0
HAIL,HM No  94686  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,NOUR,COCONUT,1.5L,NOUR COCONUT 1.5L FAMILY PACK,71-80,2023,10,1029.5,14.5,71.0
RIYADH,HM No  73332  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,ZAHRA,CANOLA,2.9L,ZAHRA CANOLA 2.9L FAMILY PACK,71-80,2024,3,803.07,10.9,73.68
RIYADH,HM No  89446  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,BAYTNA,CORN,9L,BAYTNA CORN 9L TWIN PACK,61-70,2023,10,1666.0,23.8,70.0
AL BAHA,HM No  93180  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,BAYTNA,SUNFLOWER,4.5L,BAYTNA SUNFLOWER 4.5L TWIN PACK,11-20$,2024,6,164.0,8.2,20.0
RIYADH,HM No  91535  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,NAJMA,CORN,4.5L,NAJMA CORN 4.5L ECO,41-50,2024,8,295.0,5.9,50.0
JAZAN,HM No  98444  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,NOUR,SUNFLOWER,2.9L,NOUR SUNFLOWER 2.9L FAMILY PACK,21-30,2024,7,600.0,20.0,30.0
TABUK,HM No  89791  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,4L,GULF GOLD VEGETABLE 4L FAMILY PACK,91-100,2022,3,436.8,4.8,91.0
YANBU,HM No  55707  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,BAYTNA,SUNFLOWER,0.6L,BAYTNA SUNFLOWER 0.6L ECO,21-30,2023,11,25.2,1.2,21.0
AL KHARJ,HM No  65787  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,HILAL,COCONUT,10L,HILAL COCONUT 10L FAMILY PACK,21-30,2022,7,15.0,0.5,30.0
MAKKAH,HM No  51915  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,NOUR,SUNFLOWER,10L,NOUR SUNFLOWER 10L PLUS,41-50,2024,5,1250.0,25.0,50.0
AL BAHA,HM No  81214  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,GULF GOLD,VEGETABLE,4.5L,GULF GOLD VEGETABLE 4.5L FAMILY PACK,81-90,2022,12,1625.16,19.5,83.34
HAIL,HM No  64667  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,NOUR,SUNFLOWER,9L,NOUR SUNFLOWER 9L FAMILY PACK,71-80,2024,11,1936.0,24.2,80.0
AL KHARJ,HM No  78636  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,HILAL,CORN,0.5L,HILAL CORN 0.5L PLUS,21-30,2022,2,342.3,16.3,21.0
HAIL,HM No  98534  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,ZAHRA,VEGETABLE,1.5L,ZAHRA VEGETABLE 1.5L TWIN PACK,61-70,2023,10,2006.9,32.9,61.0
MAKKAH,HM No  50110  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,NAJMA,VEGETABLE,3L,NAJMA VEGETABLE 3L TWIN PACK,71-80,2023,6,255.6,3.6,71.0
HAIL,HM No  94518  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,BAYTNA,VEGETABLE,4L,BAYTNA VEGETABLE 4L TWIN PACK,21-30,2023,1,99.0,3.3,30.0
AL KHARJ,HM No  80186  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,GULF GOLD,CORN,0.75L,GULF GOLD CORN 0.75L ECO,81-90,2022,10,97.2,1.2,81.0
TABUK,HM No  59559  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,RIMAL,CORN,1L,RIMAL CORN 1L PREMIUM,21-30,2023,12,234.0,7.8,30.0
AL AHSA,HM No  81344  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,SABAYA,CORN,9L,SABAYA CORN 9L ECO,11-20$,2023,3,56.0,2.8,20.0
MAKKAH,HM No  63802  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,NAJMA,COCONUT,2.9L,NAJMA COCONUT 2.9L FAMILY PACK,71-80,2023,11,504.0,6.3,80.0
DAMMAM,HM No  51413  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,NOUR,SUNFLOWER,4.5L,NOUR SUNFLOWER 4.5L ECO,61-70,2023,7,637.0,9.1,70.0
JEDDAH,HM No  84592  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,LARA,COCONUT,9L,LARA COCONUT 9L PREMIUM,71-80,2022,3,288.0,3.6,80.0
HAIL,HM No  99300  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,LARA,SUNFLOWER,4.5L,LARA SUNFLOWER 4.5L TWIN PACK,101+,2022,8,70.0,0.5,140.0
MAKKAH,HM No  81617  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,GULF GOLD,COCONUT,0.75L,GULF GOLD COCONUT 0.75L FAMILY PACK,41-50,2024,11,783.1,19.1,41.0
RIYADH,HM No  73738  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,GULF GOLD,SUNFLOWER,1.8L,GULF GOLD SUNFLOWER 1.8L FAMILY PACK,31-40,2022,2,360.0,9.0,40.0
HAIL,HM No  81055  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,NAJMA,CANOLA,3L,NAJMA CANOLA 3L FAMILY PACK,61-70,2024,7,140.0,2.0,70.0
DAMMAM,HM No  91089  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,HILAL,CANOLA,0.5L,HILAL CANOLA 0.5L TWIN PACK,71-80,2023,5,191.7,2.7,71.0
MAKKAH,HM No  89069  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,RAWABI,CANOLA,10L,RAWABI CANOLA 10L ECO,71-80,2023,11,40.0,0.5,80.0
AL BAHA,HM No  79171  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,NAJMA,CANOLA,0.5L,NAJMA CANOLA 0.5L,21-30,2023,11,1131.9,53.9,21.0
AL BAHA,HM No  83406  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,NAJMA,VEGETABLE,4L,NAJMA VEGETABLE 4L PREMIUM,81-90,2023,12,666.0,7.4,90.0
MAKKAH,HM No  56196  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,RAWABI,SUNFLOWER,4.5L,RAWABI SUNFLOWER 4.5L FAMILY PACK,71-80,2023,10,1424.0,17.8,80.0
DAMMAM,HM No  56516  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,ZAHRA,VEGETABLE,0.6L,ZAHRA VEGETABLE 0.6L ECO,11-20$,2023,9,15.4,1.2,12.83
AL KHARJ,HM No  84739  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,ZAHRA,VEGETABLE,4L,ZAHRA VEGETABLE 4L PREMIUM,21-30,2022,11,720.0,24.0,30.0
JEDDAH,HM No  61840  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,NAJMA,VEGETABLE,2.9L,NAJMA VEGETABLE 2.9L PLUS,21-30,2022,3,531.0,17.7,30.0
AL AHSA,HM No  63515  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,ZAHRA,VEGETABLE,1L,ZAHRA VEGETABLE 1L,21-30,2022,9,203.24,8.5,23.91
TABUK,HM No  73826  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,RAWABI,CANOLA,0.75L,RAWABI CANOLA 0.75L PLUS,11-20$,2024,5,95.44,5.6,17.04
AL BAHA,HM No  85002  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,GULF GOLD,VEGETABLE,2.9L,GULF GOLD VEGETABLE 2.9L FAMILY PACK,61-70,2024,6,347.7,5.7,61.0
AL AHSA,HM No  85272  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,ZAHRA,CANOLA,0.75L,ZAHRA CANOLA 0.75L,41-50,2022,5,377.2,9.2,41.0
TAIF,HM No  58795  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,CORN,1L,RIMAL CORN 1L TWIN PACK,101+,2023,2,595.9,5.9,101.0
AL KHARJ,HM No  66709  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,RAWABI,COCONUT,1.8L,RAWABI COCONUT 1.8L ECO,21-30,2023,11,300.0,10.0,30.0
JAZAN,HM No  95515  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,BAYTNA,COCONUT,0.5L,BAYTNA COCONUT 0.5L FAMILY PACK,51-60,2024,12,617.1,12.1,51.0
AL BAHA,HM No  62624  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RIMAL,VEGETABLE,4L,RIMAL VEGETABLE 4L TWIN PACK,71-80,2022,6,522.34,7.2,72.55
JAZAN,HM No  74834  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,RIMAL,COCONUT,0.5L,RIMAL COCONUT 0.5L PLUS,21-30,2024,2,102.9,4.9,21.0
AL BAHA,HM No  85937  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,ZAHRA,CORN,4.5L,ZAHRA CORN 4.5L,61-70,2023,5,742.0,10.6,70.0
DAMMAM,HM No  64795  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,NAJMA,CANOLA,1.8L,NAJMA CANOLA 1.8L TWIN PACK,71-80,2022,2,653.2,9.2,71.0
DAMMAM,HM No  84503  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,RIMAL,SUNFLOWER,0.5L,RIMAL SUNFLOWER 0.5L PREMIUM,61-70,2024,10,433.1,7.1,61.0
TABUK,HM No  86145  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,RIMAL,CANOLA,0.2L,RIMAL CANOLA 0.2L TWIN PACK,61-70,2023,3,42.7,0.7,61.0
HAIL,HM No  98581  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,SABAYA,VEGETABLE,0.6L,SABAYA VEGETABLE 0.6L PLUS,11-20$,2024,9,49.5,4.5,11.0
